Temp,cmp1,cmp2,cmp3,cmp4,cmp5,cmp6,cmp7,cmp8,cmp9,cmp10,cmp11,cmp12,cmp13
449.86,159438.24,106221.41,97329.71,13702.19,57623.58,12021.88,19643.45,4378.8,12788.41,11115.37,4273.3,16732.28,1547.93
449.96,159771.61,106503.26,97577.06,13748.23,57790.15,12060.5,19707.62,4396.12,12832.56,11153.37,4289.04,16789.99,1554.18
450.06,160105.51,106785.73,97824.92,13794.4,57957.09,12099.23,19771.97,4413.5,12876.84,11191.48,4304.84,16847.87,1560.45
450.16,160439.94,107068.81,98073.28,13840.7,58124.41,12138.06,19836.51,4430.94,12921.26,11229.7,4320.68,16905.92,1566.74
450.26,160774.89,107352.5,98322.16,13887.12,58292.11,12177,19901.23,4448.44,12965.81,11268.03,4336.58,16964.13,1573.06
450.36,161110.37,107636.81,98571.55,13933.68,58460.18,12216.04,19966.13,4466,13010.5,11306.48,4352.53,17022.51,1579.39
450.46,161446.38,107921.74,98821.45,13980.37,58628.63,12255.19,20031.21,4483.62,13055.32,11345.03,4368.53,17081.06,1585.75
450.56,161782.92,108207.29,99071.86,14027.19,58797.45,12294.45,20096.48,4501.29,13100.27,11383.7,4384.59,17139.78,1592.14
450.66,162119.99,108493.45,99322.78,14074.13,58966.66,12333.81,20161.93,4519.03,13145.36,11422.48,4400.69,17198.67,1598.54
450.76,162457.58,108780.24,99574.22,14121.21,59136.24,12373.28,20227.57,4536.83,13190.58,11461.38,4416.85,17257.73,1604.97
450.86,162795.71,109067.65,99826.18,14168.42,59306.21,12412.86,20293.39,4554.68,13235.94,11500.39,4433.06,17316.96,1611.41
450.96,163134.37,109355.68,100078.64,14215.76,59476.55,12452.54,20359.39,4572.6,13281.43,11539.51,4449.32,17376.35,1617.88
451.06,163473.56,109644.33,100331.63,14263.23,59647.27,12492.33,20425.58,4590.58,13327.06,11578.74,4465.63,17435.92,1624.38
451.16,163813.28,109933.6,100585.13,14310.84,59818.38,12532.23,20491.96,4608.61,13372.82,11618.09,4482,17495.66,1630.89
451.26,164153.54,110223.51,100839.15,14358.58,59989.86,12572.24,20558.52,4626.71,13418.73,11657.56,4498.42,17555.58,1637.43
451.36,164494.33,110514.03,101093.69,14406.44,60161.73,12612.35,20625.27,4644.87,13464.77,11697.14,4514.9,17615.66,1643.99
451.46,164835.65,110805.19,101348.75,14454.45,60333.98,12652.57,20692.21,4663.09,13510.94,11736.83,4531.42,17675.92,1650.58
451.56,165177.51,111096.97,101604.32,14502.58,60506.62,12692.91,20759.34,4681.37,13557.26,11776.64,4548,17736.35,1657.18
451.66,165519.9,111389.39,101860.42,14550.85,60679.64,12733.35,20826.65,4699.71,13603.71,11816.56,4564.64,17796.95,1663.81
451.76,165862.82,111682.43,102117.04,14599.25,60853.04,12773.9,20894.15,4718.12,13650.3,11856.6,4581.33,17857.72,1670.47
451.86,166206.29,111976.1,102374.18,14647.79,61026.83,12814.56,20961.84,4736.58,13697.03,11896.76,4598.07,17918.67,1677.14
451.96,166550.28,112270.41,102631.85,14696.46,61201,12855.33,21029.73,4755.11,13743.9,11937.03,4614.86,17979.8,1683.84
452.06,166894.82,112565.35,102890.04,14745.26,61375.56,12896.21,21097.8,4773.7,13790.9,11977.42,4631.71,18041.1,1690.56
452.16,167239.89,112860.92,103148.75,14794.2,61550.51,12937.2,21166.06,4792.35,13838.05,12017.93,4648.62,18102.57,1697.31
452.26,167585.5,113157.13,103407.99,14843.27,61725.84,12978.29,21234.51,4811.06,13885.34,12058.55,4665.58,18164.22,1704.08
452.36,167931.65,113453.98,103667.75,14892.48,61901.56,13019.5,21303.15,4829.83,13932.77,12099.29,4682.59,18226.05,1710.87
452.46,168278.34,113751.46,103928.05,14941.83,62077.67,13060.83,21371.99,4848.67,13980.33,12140.15,4699.66,18288.05,1717.68
452.56,168625.56,114049.59,104188.87,14991.31,62254.17,13102.26,21441.01,4867.57,14028.04,12181.12,4716.78,18350.22,1724.52
452.66,168973.33,114348.35,104450.21,15040.92,62431.06,13143.8,21510.23,4886.54,14075.9,12222.22,4733.96,18412.58,1731.38
452.76,169321.64,114647.75,104712.09,15090.68,62608.34,13185.46,21579.64,4905.56,14123.89,12263.43,4751.19,18475.11,1738.27
452.86,169670.48,114947.8,104974.5,15140.57,62786.01,13227.22,21649.25,4924.65,14172.02,12304.76,4768.48,18537.82,1745.18
452.96,170019.87,115248.48,105237.44,15190.6,62964.07,13269.1,21719.05,4943.81,14220.3,12346.21,4785.83,18600.71,1752.11
453.06,170369.8,115549.81,105327.34,15240.76,63142.53,13311.09,21789.05,4963.02,14268.72,12387.78,4803.23,18663.78,1759.07
453.16,170720.28,115851.79,105585.25,15291.06,63321.37,13353.2,21859.23,4982.31,14317.29,12429.47,4820.68,18727.02,1766.05
453.26,171071.29,116154.41,105843.65,15341.5,63500.61,13395.41,21929.62,5001.65,14365.99,12471.28,4838.19,18790.45,1773.05
453.36,171422.86,116457.68,106102.55,15392.08,63680.25,13437.74,22000.2,5021.06,14414.85,12513.21,4855.76,18854.05,1780.08
453.46,171774.96,116761.59,106361.95,15442.8,63860.27,13480.18,22070.98,5040.53,14463.84,12555.26,4873.39,18917.84,1787.13
453.56,172127.61,117066.16,106621.84,15493.65,64040.69,13522.74,22141.95,5060.07,14512.98,12597.43,4891.07,18981.81,1794.21
453.66,172480.8,117371.37,106882.22,15544.65,64221.51,13565.41,22213.12,5079.67,14562.27,12639.72,4908.8,19045.95,1801.31
453.76,172834.54,117677.24,107143.11,15595.78,64402.73,13608.19,22284.49,5099.34,14611.7,12682.14,4926.6,19110.28,1808.43
453.86,173188.83,117983.76,107404.49,15647.05,64584.34,13651.09,22356.05,5119.07,14661.28,12724.67,4944.45,19174.79,1815.58
453.96,173543.66,118290.93,107666.38,15698.47,64766.34,13694.1,22427.82,5138.87,14711,12767.33,4962.36,19239.48,1822.76
454.06,173899.04,118598.76,107928.76,15750.02,64948.75,13737.23,22499.78,5158.73,14760.87,12810.11,4980.32,19304.36,1829.96
454.16,174254.97,118907.24,108191.64,15801.72,65131.55,13780.47,22571.94,5178.66,14810.88,12853.01,4998.34,19369.42,1837.18
454.26,174611.45,119216.37,108455.02,15853.55,65314.76,13823.83,22644.3,5198.66,14861.05,12896.03,5016.42,19434.66,1844.43
454.36,174968.48,119526.17,108718.91,15905.53,65498.36,13867.3,22716.87,5218.72,14911.36,12939.18,5034.56,19500.08,1851.7
454.46,175326.05,119836.62,108983.3,15957.65,65682.36,13910.89,22789.63,5238.84,14961.82,12982.45,5052.76,19565.69,1858.99
454.56,175684.17,120147.73,109248.19,16009.91,65866.76,13954.59,22862.59,5259.03,15012.42,13025.84,5071.01,19631.49,1866.32
454.66,176042.85,120459.5,109513.58,16062.31,66051.57,13998.41,22935.76,5279.29,15063.18,13069.36,5089.32,19697.47,1873.66
454.76,176402.08,120771.94,109779.48,16114.85,66236.78,14042.35,23009.13,5299.62,15114.08,13113,5107.69,19763.63,1881.03
454.86,176761.85,121085.03,110045.88,16167.54,66422.38,14086.4,23082.7,5320.01,15165.14,13156.77,5126.12,19829.98,1888.43
454.96,177122.18,121398.79,110312.79,16220.37,66608.4,14130.57,23156.47,5340.47,15216.34,13200.66,5144.61,19896.52,1895.85
455.06,177483.07,121713.22,110580.2,16273.34,66794.81,14174.86,23230.45,5361,15267.7,13244.68,5163.16,19963.24,1903.3
455.16,177844.5,122028.31,110848.12,16326.46,66981.63,14219.27,23304.63,5381.59,15319.2,13288.82,5181.76,20030.15,1910.77
455.26,178206.49,122344.07,111116.55,16379.72,67168.86,14263.79,23379.02,5402.25,15370.86,13333.09,5200.43,20097.25,1918.27
455.36,178569.03,122660.49,111385.49,16433.12,67356.48,14308.43,23453.61,5422.98,15422.66,13377.48,5219.15,20164.53,1925.79
455.46,178932.13,122977.59,111654.93,16486.67,67544.52,14353.19,23528.4,5443.78,15474.62,13422,5237.93,20232.01,1933.34
455.56,179295.79,123295.35,111924.89,16540.36,67732.96,14398.07,23603.41,5464.64,15526.73,13466.65,5256.78,20299.67,1940.91
455.66,179660,123613.79,112195.35,16594.2,67921.81,14443.06,23678.62,5485.57,15578.99,13511.42,5275.68,20367.52,1948.51
455.76,180024.76,123932.89,112466.33,16648.18,68111.07,14488.18,23754.03,5506.57,15631.41,13556.32,5294.64,20435.56,1956.14
455.86,180390.08,124252.68,112737.82,16702.31,68300.74,14533.41,23829.65,5527.64,15683.98,13601.35,5313.66,20503.79,1963.79
455.96,180755.96,124573.13,113009.81,16756.59,68490.81,14578.76,23905.48,5548.78,15736.7,13646.5,5332.75,20572.21,1971.46
456.06,181122.4,124894.26,113282.33,16811.01,68681.29,14624.24,23981.52,5569.99,15789.57,13691.78,5351.89,20640.83,1979.17
456.16,181489.4,125216.07,113555.35,16865.58,68872.19,14669.83,24057.77,5591.26,15842.6,13737.2,5371.09,20709.63,1986.9
456.26,181856.95,125538.55,113828.89,16920.29,69063.49,14715.54,24134.23,5612.61,15895.79,13782.74,5390.36,20778.62,1994.65
456.36,182225.06,125861.71,114102.94,16975.15,69255.21,14761.38,24210.89,5634.02,15949.13,13828.4,5409.69,20847.81,2002.43
456.46,182593.74,126185.56,114377.51,17030.16,69447.34,14807.33,24287.77,5655.51,16002.62,13874.2,5429.07,20917.19,2010.24
456.56,182962.97,126510.08,114652.6,17085.32,69639.88,14853.41,24364.85,5677.06,16056.27,13920.13,5448.52,20986.76,2018.07
456.66,183332.77,126835.28,114928.2,17140.63,69832.83,14899.6,24442.15,5698.69,16110.08,13966.19,5468.03,21056.53,2025.93
456.76,183703.13,127161.17,115204.32,17196.08,70026.19,14945.92,24519.66,5720.38,16164.04,14012.37,5487.6,21126.49,2033.82
456.86,184074.05,127487.74,115480.95,17251.68,70219.98,14992.36,24597.38,5742.15,16218.16,14058.69,5507.23,21196.64,2041.73
456.96,184445.53,127815,115758.11,17307.43,70414.17,15038.92,24675.32,5763.98,16272.44,14105.14,5526.93,21266.99,2049.67
457.06,184817.57,128142.94,116035.78,17363.33,70608.78,15085.61,24753.46,5785.89,16326.87,14151.72,5546.69,21337.53,2057.63
457.16,185190.18,128471.57,116313.98,17419.38,70803.81,15132.41,24831.82,5807.87,16381.47,14198.43,5566.5,21408.27,2065.62
457.26,185563.36,128800.89,116592.69,17475.58,70999.25,15179.34,24910.4,5829.92,16436.22,14245.27,5586.39,21479.2,2073.64
457.36,185937.09,129130.9,116871.93,17531.93,71195.11,15226.39,24989.19,5852.03,16491.13,14292.25,5606.33,21550.33,2081.69
457.46,186311.4,129461.6,117151.69,17588.43,71391.39,15273.57,25068.19,5874.23,16546.2,14339.35,5626.34,21621.66,2089.76
457.56,186686.27,129792.99,117431.97,17645.08,71588.09,15320.87,25147.41,5896.49,16601.43,14386.59,5646.41,21693.18,2097.86
457.66,187061.7,130125.07,117712.77,17701.88,71785.2,15368.29,25226.84,5918.82,16656.81,14433.96,5666.54,21764.9,2105.98
457.76,187437.7,130457.84,117994.1,17758.84,71982.74,15415.84,25306.49,5941.23,16712.36,14481.46,5686.74,21836.82,2114.14
457.86,187814.27,130791.31,118275.95,17815.94,72180.69,15463.51,25386.36,5963.71,16768.07,14529.1,5707,21908.93,2122.32
457.96,188191.41,131125.48,118558.33,17873.2,72379.07,15511.3,25466.45,5986.26,16823.94,14576.87,5727.32,21981.25,2130.53
458.06,188569.12,131460.34,118841.23,17930.61,72577.87,15559.22,25546.75,6008.88,16879.98,14624.78,5747.71,22053.77,2138.76
458.16,188947.39,131795.9,119124.66,17988.17,72777.09,15607.27,25627.27,6031.58,16936.17,14672.82,5768.16,22126.48,2147.03
458.26,189326.24,132132.17,119408.62,18045.89,72976.73,15655.44,25708.01,6054.35,16992.53,14720.99,5788.67,22199.39,2155.32
458.36,189705.65,132469.13,119693.1,18103.75,73176.79,15703.74,25788.97,6077.19,17049.04,14769.3,5809.25,22272.51,2163.63
458.46,190085.64,132806.79,119978.11,18161.78,73377.28,15752.16,25870.15,6100.11,17105.73,14817.75,5829.9,22345.82,2171.98
458.56,190466.2,133145.15,120263.66,18219.95,73578.19,15800.71,25951.55,6123.1,17162.57,14866.33,5850.61,22419.34,2180.35
458.66,190847.32,133484.22,120549.73,18278.28,73779.53,15849.38,26033.17,6146.16,17219.58,14915.04,5871.38,22493.06,2188.75
458.76,191229.03,133823.99,120836.33,18336.77,73981.29,15898.18,26115.02,6169.3,17276.75,14963.89,5892.22,22566.98,2197.18
458.86,191611.3,134164.47,121123.46,18395.41,74183.48,15947.11,26197.08,6192.51,17334.09,15012.88,5913.12,22641.1,2205.64
458.96,191994.15,134505.65,121411.13,18454.2,74386.1,15996.17,26279.37,6215.8,17391.6,15062.01,5934.09,22715.43,2214.12
459.06,192377.57,134847.55,121699.33,18513.15,74589.14,16045.35,26361.88,6239.16,17449.26,15111.27,5955.13,22789.96,2222.64
459.16,192761.56,135190.15,121988.06,18572.26,74792.61,16094.66,26444.61,6262.59,17507.1,15160.67,5976.23,22864.69,2231.18
459.26,193146.13,135533.46,122277.32,18631.52,74996.51,16144.1,26527.56,6286.1,17565.1,15210.2,5997.39,22939.63,2239.75
459.36,193531.28,135877.48,122567.12,18690.94,75200.84,16193.67,26610.75,6309.69,17623.27,15259.88,6018.63,23014.77,2248.34
459.46,193917,136222.22,122857.46,18750.51,75405.6,16243.36,26694.15,6333.35,17681.6,15309.69,6039.92,23090.12,2256.97
459.56,194303.3,136567.67,123148.33,18810.24,75610.79,16293.18,26777.78,6357.08,17740.1,15359.65,6061.29,23165.67,2265.63
459.66,194690.17,136913.83,123439.73,18870.13,75816.4,16343.14,26861.64,6380.89,17798.77,15409.74,6082.72,23241.43,2274.31
459.76,195077.63,137260.71,123731.68,18930.18,76022.45,16393.22,26945.72,6404.78,17857.61,15459.97,6104.22,23317.39,2283.02
459.86,195465.66,137608.3,124024.16,18990.38,76228.94,16443.43,27030.03,6428.74,17916.62,15510.34,6125.78,23393.57,2291.76
459.96,195854.27,137956.61,124317.18,19050.75,76435.85,16493.77,27114.57,6452.78,17975.79,15560.85,6147.42,23469.95,2300.53
460.06,196243.46,138305.65,124610.74,19111.27,76643.2,16544.25,27199.33,6476.9,18035.14,15611.5,6169.12,23546.53,2309.33
460.16,196633.22,138655.4,124904.84,19171.95,76850.98,16594.85,27284.32,6501.09,18094.65,15662.29,6190.88,23623.33,2318.16
460.26,197023.57,139005.87,125199.48,19232.79,77059.2,16645.58,27369.55,6525.36,18154.33,15713.22,6212.72,23700.33,2327.01
460.36,197414.5,139357.07,125494.66,19293.79,77267.85,16696.44,27455,6549.71,18214.19,15764.29,6234.62,23777.55,2335.9
460.46,197806.01,139708.99,125790.38,19354.95,77476.94,16747.44,27540.68,6574.13,18274.22,15815.5,6256.59,23854.97,2344.81
460.56,198198.11,140061.63,126086.64,19416.27,77686.46,16798.57,27626.59,6598.63,18334.41,15866.86,6278.63,23932.6,2353.75
460.66,198590.78,140415,126383.45,19477.75,77896.42,16849.82,27712.73,6623.21,18394.78,15918.36,6300.74,24010.44,2362.73
460.76,198984.04,140769.09,126680.8,19539.39,78106.82,16901.21,27799.1,6647.87,18455.33,15970,6322.91,24088.5,2371.73
460.86,199377.88,141123.92,126978.7,19601.19,78317.65,16952.74,27885.71,6672.6,18516.04,16021.78,6345.16,24166.76,2380.76
460.96,199772.31,141479.47,127277.14,19663.15,78528.92,17004.39,27972.55,6697.41,18576.93,16073.7,6367.47,24245.24,2389.82
461.06,200167.32,141835.75,127576.13,19725.28,78740.64,17056.18,28059.62,6722.3,18637.99,16125.77,6389.85,24323.93,2398.92
461.16,200562.91,142192.76,127875.66,19787.57,78952.79,17108.1,28146.92,6747.27,18699.22,16177.99,6412.31,24402.83,2408.04
461.26,200959.09,142550.51,128175.74,19850.02,79165.38,17160.15,28234.46,6772.32,18760.63,16230.34,6434.83,24481.95,2417.19
461.36,201355.86,142908.99,128476.37,19912.63,79378.42,17212.34,28322.23,6797.45,18822.22,16282.84,6457.42,24561.27,2426.37
461.46,201753.21,143268.2,128777.55,19975.4,79591.89,17264.66,28410.24,6822.66,18883.98,16335.49,6480.08,24640.82,2435.58
461.56,202151.16,143628.15,129079.28,20038.34,79805.81,17317.12,28498.49,6847.94,18945.91,16388.28,6502.81,24720.57,2444.82
461.66,202549.69,143988.84,129381.55,20101.45,78414.74,17369.71,28586.96,6873.31,19008.02,16441.22,6525.61,24800.54,2454.09
461.76,202948.8,144350.26,129684.38,20164.71,78618.56,17422.43,28675.68,6898.75,19070.31,16494.3,6548.48,24880.73,2463.39
461.86,203348.51,144712.43,129987.76,20228.14,78822.81,17475.29,28764.63,6924.28,19132.78,16547.53,6571.43,24961.13,2472.72
461.96,203748.8,145075.33,130291.69,20291.74,79027.48,17528.29,28853.82,6949.88,19195.42,16600.9,6594.44,25041.75,2482.08
462.06,204149.69,145438.97,130596.17,20355.5,79232.57,17581.42,28943.25,6975.57,19258.24,16654.42,6617.52,25122.59,2491.48
462.16,204551.17,145803.36,130901.21,20419.43,79438.08,17634.69,29032.92,7001.34,19321.23,16708.09,6640.68,25203.64,2500.9
462.26,204953.23,146168.49,131206.8,20483.52,79644.01,17688.09,29122.83,7027.18,19384.41,16761.9,6663.9,25284.91,2510.35
462.36,205355.89,146534.37,131512.94,20547.78,79850.37,17741.63,29212.97,7053.11,19447.76,16815.87,6687.2,25366.39,2519.84
462.46,205759.14,146900.99,131819.64,20612.2,80057.15,17795.3,29303.36,7079.12,19511.3,16869.98,6710.57,25448.1,2529.35
462.56,206162.99,147268.36,132126.9,20676.79,80264.35,17849.12,29393.99,7105.21,19575.01,16924.23,6734.01,25530.03,2538.9
462.66,206567.42,147636.47,132434.71,20741.55,80471.98,17903.07,29484.86,7131.38,19638.91,16978.64,6757.53,25612.17,2548.47
462.76,206972.45,148005.34,132743.08,20806.47,80680.04,17957.15,29575.97,7157.64,19702.98,17033.2,6781.11,25694.53,2558.08
462.86,207378.08,148374.96,133052.01,20871.57,80888.52,18011.38,29667.32,7183.98,19767.24,17087.9,6804.77,25777.12,2567.72
462.96,207784.3,148745.32,133361.49,20936.83,81097.43,18065.74,29758.92,7210.39,19831.67,17142.76,6828.5,25859.92,2577.39
463.06,208191.11,149116.44,133671.54,21002.26,81306.76,18120.24,29850.76,7236.9,19896.29,17197.76,6852.3,25942.95,2587.09
463.16,208598.52,149488.32,133982.14,21067.86,81516.53,18174.88,29942.84,7263.48,19961.09,17252.92,6876.18,26026.19,2596.83
463.26,209006.53,149860.95,134293.31,21133.62,81726.72,18229.66,30035.17,7290.15,20026.08,17308.22,6900.13,26109.66,2606.59
463.36,209415.13,150234.33,134605.04,21199.56,81937.34,18284.58,30127.74,7316.9,20091.24,17363.68,6924.15,26193.36,2616.39
463.46,209824.34,150608.47,134917.33,21265.66,82148.39,18339.64,30220.56,7343.73,20156.6,17419.29,6948.25,26277.27,2626.21
463.56,210234.14,150983.37,135230.18,21331.94,82359.87,18394.84,30313.62,7370.64,20222.13,17475.05,6972.42,26361.41,2636.07
463.66,210644.53,151359.04,135543.59,21398.39,82571.78,18450.17,30406.93,7397.64,20287.85,17530.96,6996.67,26445.77,2645.96
463.76,211055.53,151735.46,135857.57,21465,82784.13,18505.65,30500.49,7424.73,20353.75,17587.02,7020.99,26530.36,2655.89
463.86,211467.13,152112.64,136172.12,21531.79,82996.9,18561.27,30594.3,7451.9,20419.84,17643.24,7045.38,26615.17,2665.84
463.96,211879.32,152490.58,136487.23,21598.75,83210.11,18617.03,30688.35,7479.15,20486.12,17699.61,7069.85,26700.21,2675.83
464.06,212292.12,152869.29,136802.9,21665.88,83423.75,18672.93,30782.65,7506.49,20552.58,17756.13,7094.39,26785.47,2685.85
464.16,212705.52,153248.77,137119.15,21733.18,83637.83,18728.97,30877.21,7533.91,20619.23,17812.8,7119.01,26870.96,2695.9
464.26,213119.52,153629.01,137435.96,21800.66,83852.34,18785.15,30972.01,7561.41,20686.07,17869.63,7143.7,26956.67,2705.98
464.36,213534.13,154010.02,137753.33,21868.3,84067.29,18841.48,31067.06,7589.01,20753.09,17926.62,7168.47,27042.61,2716.1
464.46,213949.33,154391.8,138071.28,21936.12,84282.67,18897.95,31162.37,7616.68,20820.3,17983.75,7193.31,27128.78,2726.24
464.56,214365.14,154774.35,138389.8,22004.12,84498.49,18954.56,31257.92,7644.45,20887.7,18041.05,7218.23,27215.18,2736.42
464.66,214781.56,155157.67,138708.88,22072.28,84714.74,19011.31,31353.73,7672.29,20955.29,18098.5,7243.23,27301.81,2746.64
464.76,215198.58,155541.76,139028.54,22140.62,84931.44,19068.21,31449.79,7700.23,21023.06,18156.1,7268.3,27388.66,2756.88
464.86,215616.2,155926.62,139348.77,22209.14,85148.57,19125.25,31546.1,7728.25,21091.03,18213.86,7293.45,27475.75,2767.16
464.96,216034.43,156312.26,139669.57,22277.83,85366.14,19182.43,31642.67,7756.36,21159.19,18271.78,7318.67,27563.06,2777.47
465.06,216453.26,156698.67,139990.95,22346.69,85584.15,19239.76,31739.49,7784.55,21227.54,18329.85,7343.97,27650.61,2787.82
465.16,216872.71,157085.87,140312.9,22415.73,85802.6,19297.23,31836.57,7812.83,21296.08,18388.08,7369.35,27738.38,2798.2
465.26,217292.76,157473.84,140635.42,22484.95,86021.49,19354.85,31933.9,7841.2,21364.81,18446.47,7394.81,27826.39,2808.61
465.36,217713.41,157862.58,140958.52,22554.34,86240.83,19412.61,32031.48,7869.65,21433.73,18505.01,7420.34,27914.63,2819.05
465.46,218134.68,158252.11,141282.19,22623.91,86460.6,19470.51,32129.33,7898.19,21502.84,18563.72,7445.95,28003.1,2829.53
465.56,218556.55,158642.42,141606.44,22693.66,86680.82,19528.57,32227.43,7926.82,21572.15,18622.58,7471.64,28091.8,2840.04
465.66,218979.04,159033.52,141931.27,22763.58,86901.48,19586.76,32325.79,7955.54,21641.65,18681.6,7497.4,28180.74,2850.58
465.76,219402.13,159425.39,142256.67,22833.68,87122.59,19645.11,32424.41,7984.35,21711.35,18740.78,7523.25,28269.91,2861.16
465.86,219825.83,159818.06,142582.65,22903.95,87344.14,19703.6,32523.28,8013.24,21781.24,18800.12,7549.17,28359.31,2871.77
465.96,220250.15,160211.51,142909.21,22974.41,87566.14,19762.23,32622.42,8042.22,21851.32,18859.61,7575.17,28448.95,2882.42
466.06,220675.08,160605.74,143236.36,23045.04,87788.58,19821.02,32721.81,8071.3,21921.6,18919.27,7601.25,28538.83,2893.1
466.16,221100.62,161000.76,143564.08,23115.85,88011.47,19879.95,32821.46,8100.46,21992.07,18979.09,7627.41,28628.93,2903.81
466.26,221526.77,161396.58,143892.38,23186.84,88234.8,19939.03,32921.38,8129.71,22062.74,19039.07,7653.65,28719.28,2914.56
466.36,221953.53,161793.18,144221.27,23258.01,88458.58,19998.25,33021.56,8159.05,22133.61,19099.21,7679.97,28809.86,2925.34
466.46,222380.91,162190.58,144550.73,23329.36,88682.82,20057.63,33122,8188.48,22204.67,19159.51,7706.36,28900.68,2936.15
466.56,222808.91,162588.77,144880.78,23400.9,88907.5,20117.15,33222.7,8217.99,22275.94,19219.98,7732.84,28991.74,2947
466.66,223237.51,162987.75,145211.42,23472.61,89132.63,20176.82,33323.67,8247.6,22347.39,19280.6,7759.4,29083.03,2957.89
466.76,223666.74,163387.53,145542.64,23544.5,89358.21,20236.64,33424.9,8277.3,22419.05,19341.39,7786.03,29174.56,2968.81
466.86,224096.58,163788.11,145874.44,23616.57,89584.24,20296.61,33526.39,8307.09,22490.91,19402.34,7812.75,29266.33,2979.76
466.96,224527.03,164189.49,146206.83,23688.82,89810.72,20356.73,33628.15,8336.97,22562.96,19463.46,7839.55,29358.35,2990.75
467.06,224958.11,164591.66,146539.81,23761.26,90037.66,20417,33730.17,8366.94,22635.22,19524.74,7866.43,29450.6,3001.77
467.16,225389.8,164994.63,146873.37,23833.88,90265.04,20477.42,33832.46,8397.01,22707.67,19586.18,7893.39,29543.09,3012.83
467.26,225822.11,165398.41,147207.53,23906.68,90492.88,20537.99,33935.02,8427.16,22780.33,19647.79,7920.43,29635.82,3023.92
467.36,226255.04,165802.99,147542.27,23979.66,90721.18,20598.71,34037.84,8457.41,22853.18,19709.56,7947.55,29728.79,3035.04
467.46,226688.58,166208.37,147877.6,24052.83,90949.93,20659.58,34140.93,8487.74,22926.24,19771.5,7974.75,29822.01,3046.21
467.56,227122.75,166614.56,148213.52,24126.18,91179.13,20720.6,34244.29,8518.17,22999.5,19833.6,8002.04,29915.46,3057.4
467.66,227557.54,167021.55,148550.03,24199.71,91408.8,20781.78,34347.92,8548.69,23072.96,19895.86,8029.41,30009.16,3068.64
467.76,227992.94,167429.35,148887.14,24273.43,91638.91,20843.1,34451.82,8579.31,23146.63,19958.3,8056.86,30103.1,3079.9
467.86,228428.97,167837.96,149224.83,24347.33,91869.49,20904.58,34555.99,8610.02,23220.5,20020.9,8084.39,30197.29,3091.21
467.96,228865.63,168247.38,149563.12,24421.42,92100.52,20966.21,34660.43,8640.82,23294.57,20083.67,8112.01,30291.72,3102.55
468.06,229302.9,168657.61,149902,24495.69,92332.01,21027.99,34765.14,8671.71,23368.84,20146.6,8139.71,30386.39,3113.92
468.16,229740.8,169068.65,150241.48,24570.15,92563.96,21089.93,34870.12,8702.7,23443.33,20209.7,8167.49,30481.31,3125.33
468.26,230179.32,169480.5,150581.55,24644.79,92796.37,21152.02,34975.38,8733.78,23518.01,20272.97,8195.35,30576.48,3136.78
468.36,230618.46,169893.17,150922.22,24719.62,93029.24,21214.27,35080.91,8764.95,23592.9,20336.41,8223.3,30671.89,3148.26
468.46,231058.23,170306.66,151263.48,24794.64,93262.57,21276.67,35186.71,8796.22,23668,20400.01,8251.33,30767.55,3159.78
468.56,231498.63,170720.96,151605.34,24869.84,93496.37,21339.22,35292.78,8827.58,23743.31,20463.79,8279.45,30863.46,3171.33
468.66,231939.65,171136.08,151947.8,24945.24,93730.62,21401.93,35399.13,8859.04,23818.82,20527.73,8307.65,30959.61,3182.92
468.76,232381.29,171552.02,152290.85,25020.82,93965.34,21464.79,35505.76,8890.59,23894.54,20591.85,8335.93,31056.01,3194.55
468.86,232823.57,171968.78,152634.51,25096.58,94200.52,21527.8,35612.66,8922.24,23970.47,20656.13,8364.3,31152.66,3206.21
468.96,233266.47,172386.37,152978.76,25172.54,94436.17,21590.98,35719.84,8953.98,24046.6,20720.59,8392.76,31249.56,3217.91
469.06,233710,172804.77,153323.62,25248.68,94672.28,21654.31,35827.29,8985.82,24122.95,20785.21,8421.3,31346.7,3229.65
469.16,234154.16,173224,153669.08,25325.02,94908.86,21717.79,35935.03,9017.75,24199.5,20850.01,8449.92,31444.1,3241.42
469.26,234598.95,173644.06,154015.14,25401.54,95145.9,21781.43,36043.04,9049.78,24276.27,20914.98,8478.63,31541.75,3253.23
469.36,235044.36,174064.94,154361.8,25478.25,95383.41,21845.23,36151.33,9081.9,24353.24,20980.12,8507.43,31639.65,3265.07
469.46,235490.41,174486.65,154709.06,25555.16,95621.38,21909.19,36259.9,9114.12,24430.43,21045.43,8536.31,31737.8,3276.96
469.56,235937.09,174909.18,155056.93,25632.25,95859.83,21973.3,36368.75,9146.44,24507.83,21110.92,8565.28,31836.2,3288.88
469.66,236384.4,175332.55,155405.41,25709.53,96098.74,22037.57,36477.88,9178.86,24585.43,21176.57,8594.33,31934.86,3300.83
469.76,236832.34,175756.75,155754.49,25787.01,96338.12,22102,36587.29,9211.37,24663.26,21242.4,8623.47,32033.77,3312.83
469.86,237280.91,176181.78,156104.17,25864.68,96577.97,22166.59,36696.98,9243.98,24741.29,21308.41,8652.7,32132.93,3324.86
469.96,237730.12,176607.65,156454.46,25942.54,96818.3,22231.33,36806.96,9276.68,24819.54,21374.59,8682.01,32232.34,3336.93
